Sample Size,setup,evaluation,verification
30,1.0189051628112793,5.368340253829956,3.1923165321350098
30,1.4089863300323486,5.63670802116394,3.3090734481811523
30,1.4654951095581055,5.390530109405518,3.219332695007324
30,0.9237961769104004,5.216031074523926,3.122076988220215
30,1.3932774066925049,5.418277263641357,3.125295877456665
30,1.4299755096435547,5.3026580810546875,3.3627593517303467
30,0.8744311332702637,5.427678823471069,2.835721254348755
30,1.3877878189086914,5.515005588531494,3.2045507431030273
30,1.516495943069458,5.5395777225494385,3.123373508453369
30,1.3959293365478516,5.165879964828491,3.187607526779175
40,1.4325799942016602,6.881476640701294,3.987490653991699
40,1.3962557315826416,6.677157640457153,4.25867486000061
40,0.9419410228729248,7.05583119392395,4.04726243019104
40,1.4375414848327637,6.8502209186553955,4.21010684967041
40,0.8948056697845459,7.0496110916137695,4.0470311641693115
40,0.8816585540771484,7.086302757263184,3.9823739528656006
40,1.4305448532104492,6.817088603973389,3.93464994430542
40,1.4343764781951904,7.122034311294556,3.844339370727539
40,1.4391686916351318,6.279515743255615,4.111436605453491
40,1.4036321640014648,6.811079978942871,3.8590731620788574
50,0.8827681541442871,8.399436712265015,5.110448122024536
50,1.4311635494232178,7.836022615432739,4.618976354598999
50,1.3939025402069092,7.982517719268799,5.102709531784058
50,1.390432357788086,8.053466796875,4.817550897598267
50,1.4267799854278564,8.783649921417236,4.998819828033447
50,0.9024393558502197,8.56028127670288,4.768444538116455
50,1.4402720928192139,8.450922727584839,4.658892631530762
50,1.2965047359466553,8.51969838142395,4.725120306015015
50,1.1218376159667969,8.14984393119812,4.793307304382324
50,1.434476375579834,7.810461759567261,4.710044622421265
60,1.394589900970459,9.630922079086304,5.832819700241089
60,1.3915951251983643,9.909170389175415,5.575899839401245
60,1.443471908569336,9.300848484039307,5.3495495319366455
60,1.3951442241668701,9.058022022247314,5.373530387878418
60,0.9318161010742188,9.698364496231079,5.659224271774292
60,1.3896453380584717,10.152939319610596,5.457080125808716
60,1.4016797542572021,9.547972440719604,5.812641382217407
60,1.4397556781768799,9.991893529891968,5.802717208862305
60,1.3967840671539307,9.446408987045288,5.478114366531372
60,1.3912949562072754,9.766429424285889,5.564684629440308
70,1.4464242458343506,10.858417749404907,6.927716970443726
70,1.385732889175415,10.999619007110596,6.755671262741089
70,1.4384574890136719,10.707229375839233,6.621686220169067
70,1.41123366355896,10.916720151901245,6.545089483261108
70,1.3973450660705566,11.100594758987427,6.479320764541626
70,1.433654546737671,10.987648010253906,6.427244424819946
70,0.9166402816772461,10.790437459945679,6.485971689224243
70,1.0064945220947266,11.029666185379028,6.498182535171509
70,1.435770034790039,11.514623165130615,6.698150157928467
70,1.366760015487671,11.800586700439453,6.660974740982056
80,1.436509132385254,12.467829465866089,7.245903253555298
80,1.3899223804473877,12.340744495391846,7.443290948867798
80,1.515223503112793,12.476523876190186,7.8222057819366455
80,1.4277122020721436,12.644675016403198,7.170758485794067
80,1.3918931484222412,12.730892658233643,7.188894271850586
80,1.4276893138885498,11.310913801193237,7.131730318069458
80,1.3941633701324463,12.151291608810425,7.194223880767822
80,1.3918516635894775,12.539426326751709,7.183037519454956
80,1.4371278285980225,12.422572374343872,7.3640477657318115
80,1.3890759944915771,11.910320043563843,7.200791120529175
90,1.3927223682403564,13.732363939285278,8.218697547912598
90,1.4497199058532715,14.425149917602539,8.428520441055298
90,1.3950252532958984,14.155303716659546,8.185330629348755
90,1.424314260482788,14.437530755996704,8.404404163360596
90,1.3931605815887451,13.996234893798828,8.190006732940674
90,1.4094915390014648,14.543479681015015,8.31781816482544
90,0.914271354675293,14.058007955551147,8.299492120742798
90,1.3877027034759521,14.0069420337677,8.072250843048096
90,1.4376354217529297,14.375685691833496,8.241923570632935
90,1.3923544883728027,14.388216495513916,8.23888373374939
100,1.4368584156036377,15.710277318954468,8.854083061218262
100,1.4311447143554688,14.865110635757446,8.443745374679565
100,0.8744618892669678,15.605997800827026,8.836625099182129
100,1.3892688751220703,15.645394563674927,9.183035135269165
100,1.4370954036712646,15.010106086730957,8.907601118087769
100,0.8915328979492188,14.948092937469482,9.346664905548096
100,0.9366908073425293,15.200798511505127,8.680980205535889
100,1.414074182510376,14.629579305648804,9.067333936691284
100,1.3923628330230713,14.602406978607178,8.695861577987671
100,1.4322729110717773,15.568616390228271,8.634668350219727
